Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:17:13.438000,VER,33,,1.0,1.0,0 days 00:15:17.880000,,,0 days 00:00:42.860000,0 days 00:00:45.153000,,0 days 00:16:28.399000,0 days 00:17:13.705000,248.0,247.0,227.0,249.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:15:17.880000,2021-12-11 13:00:18.064,1,,False,,False,False
0 days 00:18:37.118000,VER,33,0 days 00:01:23.680000,2.0,1.0,,,0 days 00:00:17.041000,0 days 00:00:36.245000,0 days 00:00:30.394000,0 days 00:17:30.479000,0 days 00:18:06.724000,0 days 00:18:37.118000,293.0,318.0,220.0,325.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:17:13.438000,2021-12-11 13:02:13.622,1,,False,,False,True
0 days 00:20:56.346000,VER,33,0 days 00:02:19.228000,3.0,1.0,,,0 days 00:00:28.711000,0 days 00:01:00.469000,0 days 00:00:50.048000,0 days 00:19:05.829000,0 days 00:20:06.298000,0 days 00:20:56.346000,147.0,191.0,169.0,188.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:18:37.118000,2021-12-11 13:03:37.302,1,,False,,False,True
0 days 00:22:53.118000,VER,33,0 days 00:01:56.772000,4.0,1.0,,,0 days 00:00:25.483000,0 days 00:00:50.767000,0 days 00:00:40.522000,0 days 00:21:21.829000,0 days 00:22:12.596000,0 days 00:22:53.118000,190.0,237.0,228.0,231.0,False,SOFT,4.0,True,Red Bull Racing,0 days 00:20:56.346000,2021-12-11 13:05:56.530,1,,False,,False,True
0 days 00:24:16.440000,VER,33,0 days 00:01:23.322000,5.0,1.0,,,0 days 00:00:17.078000,0 days 00:00:36.043000,0 days 00:00:30.201000,0 days 00:23:10.196000,0 days 00:23:46.239000,0 days 00:24:16.440000,292.0,318.0,223.0,321.0,True,SOFT,5.0,True,Red Bull Racing,0 days 00:22:53.118000,2021-12-11 13:07:53.302,1,,False,,False,True
0 days 00:26:01.548000,VER,33,0 days 00:01:45.108000,6.0,1.0,,0 days 00:26:00.548000,0 days 00:00:18.624000,0 days 00:00:43.927000,0 days 00:00:42.557000,0 days 00:24:35.064000,0 days 00:25:18.991000,0 days 00:26:01.548000,269.0,129.0,,262.0,False,SOFT,6.0,True,Red Bull Racing,0 days 00:24:16.440000,2021-12-11 13:09:16.624,1,,False,,False,False
0 days 00:44:59.616000,VER,33,,7.0,2.0,0 days 00:43:16.296000,,,0 days 00:00:41.847000,0 days 00:00:39.790000,,0 days 00:44:19.883000,0 days 00:44:59.623000,249.0,274.0,228.0,261.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:43:16.296000,2021-12-11 13:28:16.480,1,,False,,False,False
0 days 00:46:22.805000,VER,33,0 days 00:01:23.189000,8.0,2.0,,,0 days 00:00:16.964000,0 days 00:00:35.919000,0 days 00:00:30.306000,0 days 00:45:16.580000,0 days 00:45:52.499000,0 days 00:46:22.805000,295.0,323.0,223.0,327.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:44:59.616000,2021-12-11 13:29:59.800,1,,False,,False,True
0 days 00:48:54.311000,VER,33,,9.0,2.0,,,0 days 00:00:28.572000,0 days 00:01:08.014000,0 days 00:00:54.892000,0 days 00:46:51.413000,0 days 00:47:59.422000,0 days 00:48:54.311000,160.0,195.0,226.0,178.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:46:22.805000,2021-12-11 13:31:22.989,1,,False,,False,False
0 days 00:50:37.467000,VER,33,0 days 00:01:43.156000,10.0,2.0,,0 days 00:50:36.302000,0 days 00:00:20.854000,0 days 00:00:39.568000,0 days 00:00:42.734000,0 days 00:49:15.165000,0 days 00:49:54.733000,0 days 00:50:37.467000,260.0,278.0,,267.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:48:54.311000,2021-12-11 13:33:54.495,1,,False,,False,False
0 days 00:57:27.822000,VER,33,,11.0,3.0,0 days 00:54:43.494000,,,0 days 00:00:41.642000,0 days 00:01:33.199000,,0 days 00:55:54.700000,0 days 00:57:27.849000,262.0,284.0,226.0,267.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:50:37.467000,2021-12-11 13:35:37.651,12,,False,,False,False
0 days 00:58:50.622000,VER,33,0 days 00:01:22.800000,12.0,3.0,,,0 days 00:00:17.012000,0 days 00:00:35.856000,0 days 00:00:29.932000,0 days 00:57:44.834000,0 days 00:58:20.690000,0 days 00:58:50.622000,296.0,321.0,225.0,326.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:57:27.822000,2021-12-11 13:42:28.006,1,,False,,False,True
0 days 01:00:41.571000,VER,33,0 days 00:01:50.949000,13.0,3.0,,0 days 01:00:40.555000,0 days 00:00:22.582000,0 days 00:00:45.690000,0 days 00:00:42.677000,0 days 00:59:13.204000,0 days 00:59:58.894000,0 days 01:00:41.571000,220.0,234.0,,220.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:58:50.622000,2021-12-11 13:43:50.806,1,,False,,False,False
0 days 01:07:50.822000,VER,33,,14.0,4.0,0 days 01:06:04.697000,,,0 days 00:00:43.705000,0 days 00:00:38.759000,,0 days 01:07:12.076000,0 days 01:07:50.845000,250.0,209.0,229.0,264.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:00:41.571000,2021-12-11 13:45:41.755,12,,False,,False,False
0 days 01:09:12.931000,VER,33,0 days 00:01:22.109000,15.0,4.0,,,0 days 00:00:16.853000,0 days 00:00:35.643000,0 days 00:00:29.613000,0 days 01:08:07.675000,0 days 01:08:43.318000,0 days 01:09:12.931000,295.0,324.0,225.0,324.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:07:50.822000,2021-12-11 13:52:51.006,1,,False,,False,True
