Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:18:52.602000,HAM,44,,1.0,1.0,0 days 00:16:47.716000,,,0 days 00:00:42.886000,0 days 00:00:43.613000,,0 days 00:18:09.006000,0 days 00:18:52.844000,269.0,144.0,307.0,187.0,False,SOFT,1.0,True,Mercedes,0 days 00:16:47.716000,2021-12-04 17:01:47.728,1,,False,,False,False
0 days 00:20:55.013000,HAM,44,0 days 00:02:02.411000,2.0,1.0,,,0 days 00:00:44.539000,0 days 00:00:35.030000,0 days 00:00:42.842000,0 days 00:19:37.141000,0 days 00:20:12.171000,0 days 00:20:55.013000,264.0,254.0,304.0,214.0,True,SOFT,2.0,True,Mercedes,0 days 00:18:52.602000,2021-12-04 17:03:52.614,1,,False,,False,True
0 days 00:22:23.479000,HAM,44,0 days 00:01:28.466000,3.0,1.0,,,0 days 00:00:32.365000,0 days 00:00:28.171000,0 days 00:00:27.930000,0 days 00:21:27.378000,0 days 00:21:55.549000,0 days 00:22:23.479000,296.0,320.0,307.0,321.0,True,SOFT,3.0,True,Mercedes,0 days 00:20:55.013000,2021-12-04 17:05:55.025,1,,False,,False,True
0 days 00:24:55.614000,HAM,44,,4.0,1.0,,,0 days 00:01:07.267000,0 days 00:00:47.974000,0 days 00:00:36.947000,0 days 00:23:30.733000,0 days 00:24:18.771000,0 days 00:24:55.892000,134.0,221.0,304.0,225.0,False,SOFT,4.0,True,Mercedes,0 days 00:22:23.479000,2021-12-04 17:07:23.491,1,,False,,False,False
0 days 00:26:51.197000,HAM,44,0 days 00:01:55.583000,5.0,1.0,,0 days 00:26:49.002000,0 days 00:00:32.514000,0 days 00:00:47.767000,0 days 00:00:35.302000,0 days 00:25:28.128000,0 days 00:26:15.895000,0 days 00:26:51.197000,273.0,280.0,,287.0,False,SOFT,5.0,True,Mercedes,0 days 00:24:55.614000,2021-12-04 17:09:55.626,1,,False,,False,False
0 days 00:31:12.621000,HAM,44,,6.0,2.0,0 days 00:29:18.554000,,,0 days 00:00:35.434000,0 days 00:00:32.412000,,0 days 00:30:40.214000,0 days 00:31:12.858000,262.0,275.0,304.0,283.0,False,SOFT,6.0,False,Mercedes,0 days 00:26:51.197000,2021-12-04 17:11:51.209,1,,False,,False,False
0 days 00:33:38.752000,HAM,44,0 days 00:02:26.131000,7.0,2.0,,0 days 00:33:04.958000,0 days 00:00:42.001000,0 days 00:00:33.217000,0 days 00:01:10.913000,0 days 00:31:54.622000,0 days 00:32:27.839000,0 days 00:33:38.752000,257.0,249.0,,273.0,False,SOFT,7.0,False,Mercedes,0 days 00:31:12.621000,2021-12-04 17:16:12.633,1,,False,,False,False
0 days 00:42:28.448000,HAM,44,,8.0,3.0,0 days 00:40:38.935000,,,0 days 00:00:32.357000,0 days 00:00:34.310000,,0 days 00:41:54.147000,0 days 00:42:28.507000,273.0,278.0,293.0,202.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:33:38.752000,2021-12-04 17:18:38.764,1,,False,,False,False
0 days 00:44:06.178000,HAM,44,0 days 00:01:37.730000,9.0,3.0,,,0 days 00:00:35.675000,0 days 00:00:30.585000,0 days 00:00:31.470000,0 days 00:43:04.123000,0 days 00:43:34.708000,0 days 00:44:06.178000,277.0,301.0,306.0,198.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:42:28.448000,2021-12-04 17:27:28.460,1,,False,,False,True
0 days 00:45:34.893000,HAM,44,0 days 00:01:28.715000,10.0,3.0,,,0 days 00:00:32.519000,0 days 00:00:28.401000,0 days 00:00:27.795000,0 days 00:44:38.697000,0 days 00:45:07.098000,0 days 00:45:34.893000,298.0,318.0,307.0,322.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:44:06.178000,2021-12-04 17:29:06.190,1,,False,,False,True
0 days 00:47:51.806000,HAM,44,0 days 00:02:16.913000,11.0,3.0,,,0 days 00:00:54.198000,0 days 00:00:46.366000,0 days 00:00:36.349000,0 days 00:46:29.091000,0 days 00:47:15.457000,0 days 00:47:51.806000,258.0,178.0,305.0,274.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:45:34.893000,2021-12-04 17:30:34.905,12,,False,,False,True
0 days 00:49:19.874000,HAM,44,0 days 00:01:28.068000,12.0,3.0,,,0 days 00:00:32.312000,0 days 00:00:28.111000,0 days 00:00:27.645000,0 days 00:48:24.118000,0 days 00:48:52.229000,0 days 00:49:19.874000,299.0,322.0,307.0,322.0,True,MEDIUM,5.0,True,Mercedes,0 days 00:47:51.806000,2021-12-04 17:32:51.818,1,,False,,False,True
0 days 00:51:30.231000,HAM,44,0 days 00:02:10.357000,13.0,3.0,,,0 days 00:00:55.472000,0 days 00:00:44.249000,0 days 00:00:30.636000,0 days 00:50:15.346000,0 days 00:50:59.595000,0 days 00:51:30.231000,241.0,187.0,305.0,305.0,False,MEDIUM,6.0,True,Mercedes,0 days 00:49:19.874000,2021-12-04 17:34:19.886,1,,False,,False,True
0 days 00:53:16.500000,HAM,44,0 days 00:01:46.269000,14.0,3.0,,,0 days 00:00:36.785000,0 days 00:00:33.681000,0 days 00:00:35.803000,0 days 00:52:07.016000,0 days 00:52:40.697000,0 days 00:53:16.500000,274.0,305.0,305.0,257.0,False,MEDIUM,7.0,True,Mercedes,0 days 00:51:30.231000,2021-12-04 17:36:30.243,1,,False,,False,True
