Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:20:48.621000,HAM,44,,1.0,1.0,0 days 00:18:50.088000,,,0 days 00:00:49.161000,0 days 00:00:27.695000,,0 days 00:20:20.926000,0 days 00:20:48.921000,210.0,179.0,256.0,,False,SOFT,1.0,True,Mercedes,0 days 00:18:50.088000,2021-07-31 13:03:51.763,1,,False,,False,False
0 days 00:22:05.045000,HAM,44,0 days 00:01:16.424000,2.0,1.0,,,0 days 00:00:27.741000,0 days 00:00:27.118000,0 days 00:00:21.565000,0 days 00:21:16.362000,0 days 00:21:43.480000,0 days 00:22:05.045000,283.0,253.0,256.0,300.0,True,SOFT,2.0,True,Mercedes,0 days 00:20:48.621000,2021-07-31 13:05:50.296,1,,False,,False,True
0 days 00:23:48.158000,HAM,44,0 days 00:01:43.113000,3.0,1.0,,0 days 00:23:46.466000,0 days 00:00:37.008000,0 days 00:00:31.775000,0 days 00:00:34.330000,0 days 00:22:42.053000,0 days 00:23:13.828000,0 days 00:23:48.158000,257.0,207.0,,280.0,False,SOFT,3.0,True,Mercedes,0 days 00:22:05.045000,2021-07-31 13:07:06.720,1,,False,,False,False
0 days 00:32:23.730000,HAM,44,,4.0,2.0,0 days 00:29:57.090000,,,0 days 00:00:54.907000,0 days 00:00:44.042000,,0 days 00:31:39.689000,0 days 00:32:23.978000,188.0,162.0,256.0,280.0,False,SOFT,4.0,False,Mercedes,0 days 00:23:48.158000,2021-07-31 13:08:49.833,1,,False,,False,False
0 days 00:33:40.350000,HAM,44,0 days 00:01:16.620000,5.0,2.0,,,0 days 00:00:27.815000,0 days 00:00:27.268000,0 days 00:00:21.537000,0 days 00:32:51.545000,0 days 00:33:18.813000,0 days 00:33:40.350000,283.0,252.0,259.0,300.0,False,SOFT,5.0,False,Mercedes,0 days 00:32:23.730000,2021-07-31 13:17:25.405,1,,False,,False,True
0 days 00:35:18.381000,HAM,44,0 days 00:01:38.031000,6.0,2.0,,0 days 00:35:16.714000,0 days 00:00:31.053000,0 days 00:00:33.578000,0 days 00:00:33.400000,0 days 00:34:11.403000,0 days 00:34:44.981000,0 days 00:35:18.381000,251.0,219.0,,286.0,False,SOFT,6.0,False,Mercedes,0 days 00:33:40.350000,2021-07-31 13:18:42.025,1,,False,,False,False
0 days 00:43:06.308000,HAM,44,,7.0,3.0,0 days 00:41:19.714000,,,0 days 00:00:42.525000,0 days 00:00:26.658000,,0 days 00:42:39.683000,0 days 00:43:06.346000,230.0,201.0,257.0,286.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:35:18.381000,2021-07-31 13:20:20.056,1,,False,,False,False
0 days 00:44:22.861000,HAM,44,0 days 00:01:16.553000,8.0,3.0,,,0 days 00:00:27.950000,0 days 00:00:27.169000,0 days 00:00:21.434000,0 days 00:43:34.258000,0 days 00:44:01.427000,0 days 00:44:22.861000,283.0,251.0,260.0,301.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:43:06.308000,2021-07-31 13:28:07.983,1,,False,,False,True
0 days 00:46:06.592000,HAM,44,0 days 00:01:43.731000,9.0,3.0,,0 days 00:46:03.652000,0 days 00:00:36.638000,0 days 00:00:35.852000,0 days 00:00:31.241000,0 days 00:44:59.499000,0 days 00:45:35.351000,0 days 00:46:06.592000,221.0,199.0,,280.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:44:22.861000,2021-07-31 13:29:24.536,1,,False,,False,False
0 days 01:02:26.156000,HAM,44,,10.0,4.0,0 days 01:00:09.297000,,,0 days 00:00:44.248000,0 days 00:00:55.530000,,0 days 01:01:30.652000,0 days 01:02:26.192000,229.0,174.0,258.0,280.0,False,SOFT,1.0,True,Mercedes,0 days 01:00:09.297000,2021-07-31 13:45:10.972,1,,False,,False,False
