Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2020-08-30 12:40:37,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,1
2020-08-30 12:40:57,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,1
2020-08-30 12:55:04,Other,RISK OF RAIN FOR F1 RACE IS 40%,,,,,,1
2020-08-30 13:07:29,Drs,DRS DISABLED,DISABLED,,,,,1
2020-08-30 13:13:42,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1
2020-08-30 13:17:19,Drs,DRS ENABLED,ENABLED,,,,,2
2020-08-30 13:23:15,Other,CAR 10 (GAS) TIME 1:51.803 DELETED - TRACK LIMITS AT TURN 9,,,,,,6
2020-08-30 13:26:59,Other,CAR 18 (STR) TIME 1:51.826 DELETED - TRACK LIMITS AT TURN 9,,,,,,8
2020-08-30 13:32:08,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,11
2020-08-30 13:32:15,Flag,DOUBLE YELLOW IN TRACK SECTOR 14,,DOUBLE YELLOW,Sector,14.0,,11
2020-08-30 13:32:19,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,11
2020-08-30 13:32:42,Other,MEDICAL CAR DEPLOYED,,,,,,11
2020-08-30 13:34:03,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,11
2020-08-30 13:40:39,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,13
2020-08-30 13:41:33,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,14
2020-08-30 13:41:44,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,14
2020-08-30 13:43:21,Flag,TRACK CLEAR,,CLEAR,Track,,,14
2020-08-30 13:47:57,Drs,DRS ENABLED,ENABLED,,,,,17
2020-08-30 14:16:50,CarEvent,CAR 5 (VET) MISSED THE APEX OF TURN 6,,,,,5,33
2020-08-30 14:20:29,Other,CAR 4 (NOR) TIME 1:49.077 DELETED - TRACK LIMITS AT TURN 9,,,,,,35
2020-08-30 14:24:35,Other,CAR 8 (GRO) TIME 1:50.636 DELETED - TRACK LIMITS AT TURN 9,,,,,,37
2020-08-30 14:25:42,CarEvent,CAR 44 (HAM) MISSED THE APEX OF TURN 19,,,,,44,38
2020-08-30 14:29:08,CarEvent,CAR 77 (BOT) MISSED THE APEX OF TURN 19,,,,,77,40
2020-08-30 14:37:50,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,44
2020-08-30 14:38:27,Flag,YELLOW IN TRACK SECTOR 4,,YELLOW,Sector,4.0,,44
2020-08-30 14:38:51,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,44
2020-08-30 14:40:39,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,44
2020-08-30 14:41:26,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,44
